清水次郎長	土屋　一平／著	本
花詩集	小出, ふみ子, 1913-1994,小出ふみ子 著	デジタル資料
角兵衛獅子	北条　秀夫／著	本
恋天狗	山手樹一郎 著	本
大石内蔵助	講談文芸会／編	本
悪霊島	香山滋 著	本
三十ふり袖	山本, 周五郎, 1903-1967,山本周五郎 著	デジタル資料
芝生	内田六郎 編	本
ロック冒険記	手塚　治虫／著	本
幽霊塔	咲花　洋一／著	本
白扇	邦枝完二 著	本
紫陽花	梅崎, 春生, 1915-1965,梅崎春生 著	デジタル資料
失われた世界	小坂　靖博／著	本
中村錦之助	湧井　和夫／著	本
スコット	大和, 資雄, 1898-1990,大和資雄 著	デジタル資料
荒城の月	杵渕　やすお／著	本
クリちゃん	根本　進／著	本
真田幸村	尾崎士郎 著	本
視力回復	島崎　雅夫／著	本
孔雀夫人	横溝正史 著	本
ビルマの竪琴	竹山道雄／著	本
耳なし芳一	謝花　凡太郎／著,小泉　八雲／原作	本
森の兄妹	ウメズ　カズオ／著,水谷　武子／著	本
匙	越田, 禾城, 1898-,越田禾城 著	デジタル資料
牛肉と馬鈴薯	国木田　独歩／著	本
エリオット	深瀬 基寛 著	本
潮音	長峯末盛／著	本
日蓮	大仏, 次郎, 1897-1973,大仏次郎 著	デジタル資料
月形竜之介	木村　和夫／著	本
日輪	横光, 利一, 1898-1947,横光利一 著	デジタル資料
注文の多い料理店	宮沢賢治／〔著〕	児童書
大原幽学	市川　十士／著	本
ＭＩＬＬＩＯＮＳＯＦＣＡＴＳ	ＷＡＮＤＡ ＧＡＧ／著	児童書
宣言	有島, 武郎, 1878-1923,有島武郎 著	デジタル資料
小さき者へ	有島武郎 著	本
プーサン	横山　泰三／著	本
トニー谷	小林　健一／著	本
女ざかり	青山, 光二, 1913-2008,青山光二 著	デジタル資料
夜光虫	織田, 作之助, 1913-1947,織田作之助 著	デジタル資料
新粧	森田たま 著	本
層雲	荻原井泉水 編	本
本日は晴天なり	高見, 順, 1907-1965,高見順 著	デジタル資料
薔薇の騎士	大仏次郎 著	本
女の一生	山本有三 著	障害者向け資料
日蝕	能村潔 著	本
友情	猪俣三郎 著	本
回転木馬	宇井無愁 著	本
嘘	武野藤介 著	本
イェイツ	Ｇ．Ｓ．フレザー／著,増谷　外世嗣／訳	本
虫	鈴鹿俊子／著	本
コウルリッジ	キャスリン・レイン/著,岡本 通/訳	本
ぼくの孫悟空	手塚　治虫／著	本
馬鹿一	武者小路実篤 著	本
青春家族	林, 房雄, 1903-1975,林房雄 著	デジタル資料
外灯	永井 竜男/著	本
青春大学	鹿島, 孝二, 1905-1986,鹿島孝二 著	デジタル資料
心の旅路	野島　信一／著	本
果しなき欲望	藤原, 審爾, 1921-1984,藤原審爾 著	デジタル資料
ラドン	藤田　しげる／著,黒沼　健／原作	本
随	荻原井泉水 編	本
北斗	福岡善五郎 著	本
ブロンテ姉妹	阿部, 知二, 1903-1973,阿部知二 著	デジタル資料
走	安岡章太郎 著	本
雪女郎	横溝正史／著	本
背徳	藤大路, 春彦,藤大路春彦 著	デジタル資料
絶唱	大江, 賢次, 1905-1987,大江賢次 著	デジタル資料
新書太閤記	吉川 英治／著	本
ハクスレー	成田 成寿／著	本
木下利玄	川田, 順, 1882-1966,川田順 編著	デジタル資料
ヘンリ・ジェイムズ	Ｍｉｃｈａｅｌ　Ｓｗａｎ／［著］,山内邦臣／訳	本
狼	寺田　国芳／著,酒井　不二雄／著,笹川　利行／著	本
御園	富田常雄	本
親鸞	吉川　英治 著	障害者向け資料
生命の樹	高見, 順, 1907-1965,高見順 著	デジタル資料
泉野	立木新一／著	本
木綿	服部　忠志／編輯	本
迷路	野上 弥生子/著	本
人間像	馬場　磐根／著	本
Ｕｔｏｐｉａ	Ｔｈｏｍａｓ　Ｍｏｒｅ／［著］,厨川文夫／註釈，厨川文夫／註釈	本
武道伝来記	高野　正巳／著	児童書
蒼い乳房	田代真澄 著	本
里見八犬伝	講談社 編	本
お伽草子	天理図書館／編	本
盲獣	江戸川　乱歩／著	本
現代詩	北川, 冬彦, 1900-1990,北川冬彦 著	デジタル資料
春は馬車に乗って	横光　利一 著	障害者向け資料
ジョイズ・ケアリ	Ｗ．アラン／著,高城　楢秀／訳	本
ジョンスン	Roberts,S.C. ; 柴崎武夫	本
若い川の流れ	石坂, 洋次郎, 1900-1986,石坂洋次郎 著	デジタル資料
偸盗	芥川　竜之介	本
ＥＭＥＲＳＯＮ	斎藤　光／著	本
森と湖のまつり	武田泰淳 著	本
風土	福永武彦 著	本
繩	岩下俊作／著	本
切火	島木, 赤彦, 1876-1926,島木赤彦 著	デジタル資料
雨期	野中　信夫／著	本
螢	織田, 作之助, 1913-1947,織田作之助 著	デジタル資料
木を見て森を見ず	フィリップ・マクドナルド 著,砧　一郎 訳	障害者向け資料
てんてん娘	倉金　章介／著	本
お富の貞操	芥川竜之介／著,芥川竜之介／著	本
帰巣	片岡　文雄／著	本
後撰和歌集	爲相 自筆天稿本,岸上 愼二 校	本
眼の壁	松本清張 著	本
イエイツ	Fraser,GeorgeSutherland. ; 増谷外世嗣	本
うき草	林, 芙美子, 1904-1951,林芙美子 著	デジタル資料
楢山節考	深沢, 七郎, 1914-1987,深沢七郎 著	デジタル資料
ぬたくり	宮武辰夫 著	本
視野	山高圭祐 著	本
ジョージ・エリオット	Ｌｅｔｔｉｃｅ　Ｃｏｏｐｅｒ／［著］,土井治／訳	本
陰流	五味康祐／著	本
白嶺	井関冬人／編,吉田冬樹／編	本
絵本	谷川俊太郎 著	本
サマセット・モーム	ジョン・ブロウフィ／著,青木　雄造／訳	本
津軽	太宰治 著	本
日本八景	火野, 葦平, 1907-1960,火野葦平 著	デジタル資料
大つごもり	樋口一葉／著	本
晩菊	林　芙美子 著	障害者向け資料
土俵の鬼	安田　元貞／著	本
みえ	室生, 犀星, 1889-1962,室生犀星 著	デジタル資料
女	火野 葦平/著	本
痴人の愛	谷崎潤一郎／著	本
下町	林　芙美子 著	障害者向け資料
河内山宗俊	子母沢, 寛, 1892-1968,子母沢寛 著	デジタル資料
地上	島田, 清次郎, 1899-1930,島田清次郎 著	デジタル資料
吉野葛	谷崎潤一郎／著	本
織田信長	山岡 荘八／著	本
良寛	関, 克己,関克己 著	デジタル資料
乙女椿	沢野, 久雄, 1912-1992,沢野久雄 [著]	デジタル資料
姿三四郎	富田常雄／著	本
紅梅	高藤 武馬 著	本
ブレイク	Ｋ．レイン／著,小泉　一郎／訳	本
句集	芦田 秋窓/著	本
パール・バック	鶴見　和子／著	本
バイロン	ハーバート・リード/著,宮崎 孝一/訳	本
映画人	豊永寿人 著	本
モーム	上田勤 著	本
あるぷす大将	吉川, 英治, 1892-1962,吉川英治 著	デジタル資料
杉	黒木傳松 編集	本
ロビン・フッド	水谷まさる 編	児童書
Ｏｔｈｅｌｌｏ	Ｗｉｌｌｉａｍ　Ｓｈａｋｅｓｐｅａｒｅ／［著］,市河三喜／註釈，市河三喜／註釈	本
ＶＥＲＹＦＡＲＡＷＡＹ	ＭＡＵＲＩＣＥ ＳＥＮＤＡＫ／著	本
草木塔	種田山頭火 著,山頭火顕彰会 編	本
若山牧水	佐藤, 利吉, 1886-,佐藤利吉 著	デジタル資料
地図	大坪　孝二 著	本
ショオ	Ａ・Ｃ・ウォード／著,菅　泰男／訳	本
露	久野, 俊子,久野俊子 著	デジタル資料
月白	柳沢東丁／〔著〕,柳沢浩気／編	本
ヴィヨンの妻	太宰　治 著	障害者向け資料
雀	堀口, 蘇山,堀口蘇山 [編]	デジタル資料
レンパン島	竹森一男 著	本
キーツ	Ｅ・ブランデン／著,菊池　亘／訳	本
禁猟区	丹羽, 文雄, 1904-2005,丹羽文雄 著	デジタル資料
ディッケンズ	Ｋ．Ｊ．Ｆｉｅｌｄｉｎｇ／［著］,桜庭信之／訳	本
おトラさん	西川　辰美／著	本
残酷物語	柴田錬三郎 著	本
オースティン	Ｓｙｌｖｉａ　Ｔｏｗｎｓｅｎｄ　Ｗａｒｎｅｒ／［著］,伊吹知勢／訳	本
遁走	安岡章太郎 著	本
エマスン	斎藤　光	本
小野小町	安彦好重 著	本
ＤＯＮ	山下雅弘 編	本
爛	徳田秋声 著	本
前奏曲	野上 彰/著	本
オーウェル	Ｔｏｍ　Ｈｏｐｋｉｎｓｏｎ／［著］,平野敬一／訳	本
陰獣	江戸川　乱歩 著	本
ヴァージニア・ウルフ	Ｂｅｒｎａｒｄ　Ｂｌａｃｋｓｔｏｎｅ／［著］,福田陸太郎／訳	本
破戒	島崎／藤村 著	本
エプロンおばさん	長谷川町子 著	本
真理先生	武者小路　実篤／著	本
予告殺人	岡田, 鯱彦, 1907-1993,岡田鯱彦 著	デジタル資料
エマソン	斎藤, 光, 1915-2010,斎藤光 著	デジタル資料
黒潮	徳冨　蘆花,徳冨　健次郎著	本
籠	山本　道子／著	本
エリザベス・ボウエン	ジョスリン・ブルック/著,松村 達雄/訳	本
フィールディング	朱牟田　夏雄／著	本
弓張月	馬琴 原作,高野/正巳 訳	本
培地	小谷剛 著	本
Ｐｌａｙｓ	Ｊｏｈｎ　Ｍ．Ｓｙｎｇｅ／［著　］,市河三喜／註釈，市河三喜／註釈	本
無法松の一生	岩下俊作 著	本
闘鶏	今東光／著	本
樹	北荘文庫 編	本
山のかなたに	石坂洋次郎／著	本
蒼氓	石川達三／著	本
河鹿	井伏鱒二 著	本
マンスフィールド	Ｉａｎ　Ａ．Ｇｏｒｄｏｎ／［著］,斎藤美洲／訳	本
変身	伊神照 著	本
ヰタ・セクスアリス	高橋, 義孝, 1913-1995,高橋義孝 著	デジタル資料
天皇陛下万歳	菊村, 到, 1925-1999,菊村到 著	デジタル資料
私	西川澄子	本
白蛇伝	オオトモ　ヨシヤス／著	本
愛子	佐藤愛子 著	本
寒冷前線	酒井, 真右, 1918-1989,酒井真右 著	デジタル資料
暴力街	大野　ゆたか／著	本
雪嶺	工藤 汀翠 著	本
朝なぎ	朝日短歌会 編	本
ひみつの花園	［フランセス＝エリザ＝ジスン＝バーネット／原作］,芳谷　圭児／漫画	本
肥後狂句	中島, 一郎, 1896-,中島一葉 著	デジタル資料
映画	堀正三／著	本
喜びも悲しみも	野島　信一／著	本
風紋	藤井重夫 著	本
女草	土屋 寧／著	本
バットマン	獅子　重六／著	本
絃	加藤とみ子 著	本
ゴジラ	藤田　茂／著,香山　滋／原作	本
暗殺者	松田　博路／著	本
地下水	木村　捨録	本
まごころ	山口　英雄／著	本
しぶちん	山崎豊子 著	本
ジャングル大帝	手塚　治虫／著	本
情事の終り	グレアム・グリーン 著,田中　西二郎 訳	障害者向け資料
バレエ	オオトモ　ヨシヤス／著,河本　おさむ／著,東　真一郎／著	本
ロボット革命	森田　繁／著	本
処刑	村田　耕作／著	本
まぼろし探偵	桑田　次郎／著	本
アムビション	今村　邦夫／著	本
鬼面山谷五郎	武内　つなよし／著	本
夜の野獣	伊藤　正樹／著	本
那智	松岡, 貞総, 1888-1969,松岡貞総 著	デジタル資料
愁眉	丹羽文雄 著	本
華燭	津村, 節子, 1928-,津村節子 著	デジタル資料
ぼんち	山崎, 豊子, 1924-2013,山崎豊子 著	デジタル資料
銀の匙	中　勘助 著	障害者向け資料
花さかじいさん	米内穂豊 絵,武者小路実篤 文	児童書
地吹雪	野宮猛夫／共著,野宮節子／共著	本
末摘花	紫式部 著,今泉 忠義 編	本
断崖	等々力　まさかつ／著,志水　光洋／著,中村　英夫／著	本
灯台鬼	小泉　信夫／著	本
探偵	探偵クラブ／編,南　あかね／著,大川　あきら／著	本
サボテン君	手塚　治虫／著	本
雷撃隊出動	中野　光章／著	本
突撃	伊藤　朋久／著	本
動物園	真鍋博 著	本
青空天使	竜水　信太郎／著	本
百花	稗田菫平／著	本
わたくし	西川澄子／著	本
新古今和歌集	佐佐木, 信綱, 1872-1963,佐佐木信綱 校訂	デジタル資料
激戦	南　竜二／著,久留見　幸守／著	本
社長太平記	笠原, 良三, 1912-2002,笠原良三 著	デジタル資料
ＴｈｅＬｉｔｔｌｅＯｌｄＥｎｇｉｎｅ	Ｗ． ＡＷＤＲＹ／著,ＪＯＨＮ Ｔ．ＫＥＮＮＥＹ／図	本
暦日	松本浮木／著	本
黄金蜘蛛	志水　光洋／著	本
頭文字	三島 由起夫/著	本
逆光線	久留見　幸守／著,佐々　幸二郎／著,藤本　まさお／著	本
家内安全	源氏, 鶏太, 1912-1985,源氏鶏太 著	デジタル資料
ガリバー旅行記	杉全直 絵,光吉夏弥 文	児童書
ヘミングウェー	高村勝治／著	本
遊星王子	天馬　正人／著,伊上　勝／原作	本
東京のプリンスたち	深沢七郎 著	本
ホワイトキング	志美津　ひさし／著	本
やまびこ	野島　信一／著	本
ジャガー	江川　進／著,辰巳　ヨシヒロ／著,さいとう　たかを／著	本
東京の休日	町田　梅子／著	本
ロボッチイヌ	獅子文六／著	本
忍	石井　きよみ／著,南　竜二／著,橋本　将次／著	本
暁	暁発行所 編	本
頌歌	境　忠一／著	本
ほのぼの君	佃公彦／著	本
フロスト	安藤一郎／著	本
スーパーキッド	志水　光洋／著	本
純情	丹羽, 文雄, 1904-2005,丹羽文雄 著	デジタル資料
河	堀田, 善衛, 1918-1998,堀田善衛 著	デジタル資料
馬淵川	渡辺喜恵子 著	本
真田十勇士	村上元三 著	本
スーパーマン	織田　のりよし／著	本
聴診器	木下 友敬 著	本
推理	大野　豊／著,等々力　まさかつ／著,北　隆二／著	本
絵本太閤記	清水崑／著	本
それから	夏目　漱石／著	本
道標	宮本 百合子/著	本
危険な斜面	松本, 清張, 1909-1992,松本清張 著	デジタル資料
赤い影	鈴木　まこ／著	本
大怪獣バラン	藤田　茂／著,黒沼　健／原作	本
憲兵	宮崎, 清隆, 1918-2001,宮崎清隆 著	デジタル資料
はばたき	はばたき詩話会／編	本
輪唱	武蔵野短歌会,武蔵野短歌会 編	デジタル資料
悲田院	梁, 雅子, 1911-1986,梁雅子 著	デジタル資料
繹恋	浦田観子 撰	本
還暦	天野多津雄／著	本
原っぱ	日本児童文学者協会北海道支部／編	本
流星ボーイ	咲花　洋一／著	本
阿武隈	永山倉造／著	本
悪魔のような女	角田, 喜久雄, 1906-1994,角田喜久雄 著	デジタル資料
レッドマスク	横山　光輝／著	本
蜘蛛男	松田　博路／著	本
蛙茶番	雷門　助六／著	本
大学の侍たち	笠原, 良三, 1912-2002,笠原良三 著	デジタル資料
ミルトン	平井 正穂／著	本
白雪姫	沢田重隆 絵,石井桃子 文	児童書
旅	芳野, 仏旅, 1899-,芳野仏旅 著	デジタル資料
妖怪博士	長田　正親／著	本
白玉椿	早野斐州／著	本
マリちゃん	オオトモ　ヨシヤス／著	本
死線を越えて	大江　ヨシマサ／著	本
銃口	関　すすむ／著,河本　おさむ／著,咲花　洋一／著	本
萬葉集	武田〓吉／校注	本
ガン	ふじた　しげる／著,おおの　みきお／著	本
鴨	村田 紫蘭/著	本
静物	庄野, 潤三, 1921-2009,庄野潤三 著	デジタル資料
みにくいあひるの子	谷俊彦 絵,大畑末吉 文	児童書
ジャックと豆の木	谷, 俊彦, 1921-,筒井, 敬介, 1917-2005,谷俊彦 絵,筒井敬介 文	デジタル資料
証人	池永, 英二, 1932-,池永英二 著	デジタル資料
山犬	舟崎, 淳, 1917-,舟崎淳 著	デジタル資料
縄	岩下俊作／著	本
獄	北原景二／著	本
江戸忍法帖	山田風太郎 著	本
Ｃｏｌｅｔｔｅ	Ｄａｖｉｅｓ　Ｍａｒｇａｒｅｔ／著	本
七転八起	竹森一男 著	本
太田水穂	太田, 青丘, 1909-1996,太田青丘 著	デジタル資料
西部の男	塩谷 太郎/著	本
墓碑銘	小島, 信夫, 1915-2006,小島信夫 著	デジタル資料
沙羅双樹	青芝俳句会	デジタル資料
未開	川口 昌男/共編,野口 正路/共編	本
追う	伊達　虔／著	本
アメリカ文学	竜口直太郎／著,吉武好孝／編	本
告別	芹沢光治良 著	本
廢市	福永　武彦 著	障害者向け資料
猩猩	高橋, 新吉, 1901-1987,高橋新吉 著	デジタル資料
高杉晋作	村上元三 著	本
ポパイ	蜂野剣 画	児童書
死の家の記録	楠田, 匡介, 1903-1966,楠田匡介 著	デジタル資料
草食	高橋渡／著	本
やへむぐら	今井源衛 編	本
フオークナー	高橋正雄 著	本
幻想	境　忠一／詩,皆島　万作／画	本
宇宙艦隊	伊藤　正樹／著	本
波の塔	松本　清張 著	障害者向け資料
ワーヅワス	加納 秀夫/著	本
ウィリアム・フォークナー	ウィリアム・ヴァン・オコーナー 著 ; 大橋健三郎 注釈	本
癌	遠地　輝武／著	本
ピーターパン	矢車, 涼, 1921-,与田, 準一, 1905-1997,矢車涼 絵,與田準一 文	デジタル資料
彷徨	高橋, 沐石,高橋沐石 著	デジタル資料
アーネスト・ヘミングウェイ	フィリップ・ヤング 著 ; 石一郎 注釈	本
シエクスピア	吉田健一／著	本
ユーモア	Escarpit, Robert, 1918-,蜷川, 親善, 1922-,ロベール・エスカルピ 著,蜷川親善 訳	デジタル資料
妄執	後藤信夫 著	本
ＨＵＧＥＨＡＲＯＬＤ	ＢＩＬＬ ＰＥＥＴ／著	本
好色一代男	三田村鳶魚／編	本
逃げ水	子母沢 寛/著	本
星月夜	成瀬正とし 著	本
Ｍｅｌｖｉｌｌｅ	Ｍａｙｏｕｘ　Ｊｅａｎ‐Ｊａｃｑｕｅｓ／著,Ａｓｈｂｅｒｙ　Ｊｏｈｎ／訳	本
手鏡	猪狩, 都弥子,猪狩都弥子 著	デジタル資料
光	手塚　治虫／著	本
天上天下	竹森, 一男, 1910-1979,竹森一男 著	デジタル資料
黒い報告書	松本, 孝, 1932-,松本孝 著	デジタル資料
喚声	近藤芳美 著	本
花影	大岡昇平 著	本
獨酌	安川貞雄／著	本
雪おんな	児童読書研究会/編	本
埋める	青木　忠幸／著	本
シェイクスピア	吉田　健一 著	本
新体詩抄	外山正一, 矢田部良吉, 井上哲次郎 撰	本
影絵	藤城/清治 著	本
ＴｈｅＴｗｉｎＥｎｇｉｎｅｓ	Ｗ． ＡＷＤＲＹ／著,ＪＯＨＮ Ｔ．ＫＥＮＮＥＹ／図	本
茅野雅子	青木生子／著	本
ウィタ・セクスアリス	森　鴎外／著	本
名犬ラッシー	古賀, 亜十夫, 1905-2003,白木, 茂, 1910-1977,古賀亜十夫 絵,白木茂 文	デジタル資料
あなたに	谷川 俊太郎/著	本
そよかぜ	藤田　旭山 　編	本
新勅撰和歌集	久曽神, 昇, 1909-2012,樋口, 芳麻呂, 1921-,久曽神昇, 樋口芳麻呂 校訂	デジタル資料
曽我物語	米内穂豊 絵,福田清人 文	児童書
三銃士	梁川, 剛一, 1902-1986,那須, 辰造, 1904-1975,梁川剛一 絵,那須辰造 文	デジタル資料
電送人間	おおの　みきを／著,関沢　新一／原作	本
みつばちマーヤ	松本, かつぢ, 1904-1986,佐藤, 義美, 1905-1968,松本かつぢ 絵,佐藤義美 文	デジタル資料
D.H.ロレンス	村岡勇 著	本
森	山口由幾子／著	本
バンビ	深沢, 邦朗, 1923-2009,西山, 敏夫, 1905-1994,深沢邦朗 絵,西山敏夫 文	デジタル資料
梨花	坂村　真民 著	障害者向け資料
家庭円満	若山　三郎／著	本
ルネッサンス	福原麟太郎,西川正身／監修	本
青春	小栗 風葉/著	本
支柱	遠野, 左田子,遠野左田子 著	デジタル資料
幽霊男	横溝　正史 作	障害者向け資料
沼	新田次郎／著	本
祇園祭	西口克己 著	本
ほむら	有吉, 佐和子, 1931-1984,有吉佐和子 著	デジタル資料
ひまわり娘	源氏 鶏太/著	本
蘆刈	谷崎 潤一郎/著	本
牛若丸	玉井, 徳太郎, 1902-1986,大木, 雄二, 1895-1963,玉井徳太郎 絵,大木雄二 文	デジタル資料
廃市	福永武彦 著	本
アッちゃん	岡部冬彦 著	本
瞳	横浜瞳詩人会／編	本
雁の寺	水上, 勉, 1919-2004,水上勉 著	デジタル資料
T・S・エリオット	西脇 順三郎/著	本
砂丘	藤田 紫水 著	本
泉	染谷, 十蒙, 1895-,染谷十蒙 著	デジタル資料
義経記	亀田正雄 [訳]	本
日本の民謡	ラジオ東京文芸部/編	本
ＢＩＧＢＲＯＴＨＥＲ	ＣＨＡＲＬＯＴＴＥ ＺＯＬＯＴＯＷ／文,ＭＡＲＹ ＣＨＡＬＭＥＲＳ／図	本
秋日和	里見　桶 著	障害者向け資料
ＢｒａｎｃｈＬｉｎｅＥｎｇｉｎｅｓ	Ｗ． ＡＷＤＲＹ／著,ＪＯＨＮ Ｔ．ＫＥＮＮＥＹ／図	本
婚約	倉橋由美子 著	本
春の雪	三浦 文朗 著	本
鉄道公安官	島田, 一男, 1909-1996,島田一男 著	デジタル資料
釈迢空	千勝重次, 岡野弘彦 共著	本
ベン・ハー	小坂　靖博／著,ルー・ウォーレス／原作	本
ペトロフ事件	鮎川哲也 著	本
反抗期	望月, 一宏, 1924-,望月一宏 著	デジタル資料
海雪	桧の影短歌会 編	本
私だけが知っている	徳川, 夢声, 1894-1971,徳川夢声 編	デジタル資料
夕凪	松尾立石／編	本
落葉樹	沢野, 久雄, 1912-1992,沢野久雄 著	デジタル資料
地熱	富越, 武雄,富越武雄 著	デジタル資料
愛の季節	若山　純一／著	本
冬の日	山本, 荷兮,中村, 俊定, 1900-,山本荷兮 撰,中村俊定 校註	デジタル資料
はたらく一家	徳永直／著	本
橘曙覧	藤田徳太郎 著	本
明月	小池 森閑/著	本
諷詩	諷詩人同盟/編	本
三四郎	夏目　漱石／著	本
拝啓天皇陛下様	棟田　博 著	障害者向け資料
喝采	清水　哲男／著	本
コナン・ドイル	ジョン・ディクスン・カー 著,大久保康雄 訳	本
家なき子	加藤まさを 絵,岩崎純孝 文	児童書
家族会議	横光 利一/著	本
ユリイカ	エドガー・アラン・ポオ 著,牧野　信一 訳,小川　和夫 訳	障害者向け資料
多情仏心	里見 弴/著	本
公吏	伊藤, 一太良,伊藤一太良 著	デジタル資料
観潮	永谷　鼎（　香波）／著	本
高崎正風	木俣修／著	本
猿飛佐助	柴田　錬三郎 著	障害者向け資料
暗夜行路	志賀 直哉/著	本
チャンピオン太	梶原　一騎／原作,吉田　竜夫／漫画	本
たから島	梁川剛一 絵,那須辰造 文	児童書
詩	佐藤清／著	本
新生	島崎 藤村/著	本
Ｉｂｓｅｎ	Ｋｎｉｇｈｔ　Ｇ．Ｗｉｌｓｏｎ／著	本
一角獣	西垣　脩／著	本
アルプスの少女	玉井, 徳太郎, 1902-1986,徳永, 寿美子, 1888-1970,玉井徳太郎 絵,徳永寿美子 文	デジタル資料
稲妻	林 芙美子/著	本
俘虜記	大岡 昇平/著	本
大正	伊藤信吉／著	本
流氷	源氏鶏太／著	本
私と私	中野, 実, 1901-1973,中野実 著	デジタル資料
午後の微笑	曽野綾子 著	本
花道	斉藤旭映／著	本
いやいやえん	中川　李枝子 さく,子どもの本研究会 編	障害者向け資料
土	長塚 節/著	本
中村草田男	香西, 照雄, 1917-1987,香西照雄 著	デジタル資料
小公子	奈街三郎 文,梁川剛一 絵	児童書
木馬	木村　秀彦／著	本
水原秋桜子	石田波郷, 藤田湘子 著	本
Ｉｏｎｅｓｃｏ	Ｃｏｅ　Ｒｉｃｈａｒｄ　Ｎ．／著	本
英米文学	杉木喬 編	本
青年	森 鴎外/著	本
人生劇場	尾崎 士郎/著	本
ベン・ジョンソン	和田　勇一／著	本
事故	松本　清張／著	本
水晶宮	桑原啓善／著	本
展覧会の絵	高木, 彬光, 1920-1995,高木彬光 著	デジタル資料
ＡＨＯＬＩＤＡＹＦＯＲＭＩＳＴＥＲＭＵＳＴＥＲ	Ａｒｎｏｌｄ  Ｌｏｂｅｌ／著	本
黴	徳田 秋声/著	本
大器晩成	竹森, 一男, 1910-1979,竹森一男 著	デジタル資料
梅擬	市田　渡 著	本
砂の女	安部　公房 著	障害者向け資料
白雲木	高野はま／著	本
青春怪談	獅子 文六/著	本
季節風	福井　すみ子／著,城同人会／編	本
大番	獅子 文六/著	本
ショウ	A.C.ウォード/著,菅 泰男/訳	本
親指姫	勝山ひろし 絵,柴野民三 文	児童書
ご馳走さま	鹿島孝二 著	本
コウゲ	有吉佐和子 著	本
生	田山 花袋/著	本
真空地帯	野間 宏/著	本
名探偵ホームズ	コナン・ドイル 原作,小島剛夕 画	本
街	山中　智香子／著	本
堤中納言物語	塚原 鉄雄/解説	本
鞄	殿岡　辰雄／著	本
山荻	石井, 陵雪,石井陵雪, 石井几輿子, 石井真 著	デジタル資料
受胎告知	沢野久雄 著	本
マホルカ	岩本　修蔵／著	本
黄色い風土	松本　清張 著	障害者向け資料
夏の終り	瀬戸内晴美 著	本
イワンのばか	[レフ=トルストイ] [原作],長谷川露二 絵,久米元一 文	児童書
てんやわんや	獅子 文六/著	本
渚	藤井みつ子 著	本
日常	清岡卓行／著	本
三匹の子ぶた	Disney, Walt, 1901-1966,槙本, ナナ子, 1922-,ウォルト=ディズニー 絵,槙本ナナ子 文	デジタル資料
昇天	内田 百間/著	本
風船	大仏 次郎/著	本
ＧａｌｌａｎｔＯｌｄＥｎｇｉｎｅ	Ｗ． ＡＷＤＲＹ／著,ＪＯＨＮ Ｔ．ＫＥＮＮＥＹ／図	本
ふらんす物語	永井 荷風/著	本
爬虫類	丹羽 文雄/著	本
南国太平記	直木 三十五/著	本
生国	清水, 昇子, 1900-,清水昇子 著	デジタル資料
鷺	広部英一 著	本
しろばんば	井上靖 著	本
俳諧	麻生 磯次/編著,鵜沢 覚/編著	本
宗方姉妹	大仏 次郎/著	本
安宅家の人々	吉屋 信子/著	本
伸子	宮本 百合子/著	本
額田女王	井上靖 著	障害者向け資料
山の光	原田貞子 著	本
地下鉄	藤井 利平/著	本
木石	舟橋 聖一/著	本
Ｒｕｓｋｉｎ	Ｂｅｌｌ　Ｑｕｅｎｔｉｎ／著	本
大阪駅	佐川, 桓彦, 1925-,佐川桓彦 著	デジタル資料
大阪	水上 滝太郎/著	本
日本三大奇書	斎藤昌三 訳	本
ブルーダイヤモンド	瀬戸内, 晴美, 1922-,瀬戸内晴美 著	デジタル資料
殺し屋	島村喬 著	本
浅草紅団	川端 康成/著	本
快傑ゾロ	古賀亜十夫 絵,久米元一 文	児童書
Ｈａｒｄｙ	Ｇｅｏｒｇｅ　Ｗｉｎｇ	本
室生川	飯降 梅子/著	本
ドリトル先生アフリカ行き	矢車涼 絵,土家由岐雄 文	児童書
こころ	夏目 漱石/著	本
ゆきむすめ	内田莉莎子 再話,佐藤忠良 画	児童書
停年退職	源氏鶏太 著	本
越前竹人形	水上, 勉, 1919-2004,水上勉 著	デジタル資料
絶壁	井上 友一郎/著	本
青年の樹	石原　慎太郎 著	障害者向け資料
自由学校	獅子 文六/著	本
青い部屋	吉行　理恵／著	本
落穂	上条, 義守,上条義守 著	デジタル資料
恋文	丹羽文雄 著	本
Ｌｏｎｇｆｅｌｌｏｗ	Ａｒｖｉｎ　Ｎｅｗｔｏｎ／著	本
梛	前川　十寸据／著	本
西部劇	山本太郎／著	本
春園	横光 利一/著	本
おやすみなさいのほん	マーガレット・ワイズ・ブラウン ぶん,ジャン・シャロー え,いしいももこ やく	児童書
忠直卿行状記	菊池 寛/著	本
父と子	芹沢光治良／著	本
母子草	栗原秀子 著	本
香華	有吉　佐和子 著	障害者向け資料
風景	橋間石 著	本
やっさもっさ	獅子 文六/著	本
ひざくりげ	十返舎 一九/原著,花村 奨/著	本
断層	岸政男 著	本
ＡＺＯＯＦＯＲＭＩＳＴＥＲＭＵＳＴＥＲ	Ａｒｎｏｌｄ  Ｌｏｂｅｌ／著	児童書
道	庄野潤三 著	本
Ｔｗａｉｎ	Ｇｒａｎｔ　Ｄｏｕｇｌａｓ／著	本
トマス・ハーディ	吉川　道夫／著	本
風	壷井 栄/著	本
